relative_humidity,temperature,exhaust_vacuum,ambient_pressure
77.17,28.75,77.24,1008.92
74.09,18.58,46.97,1014.25
93.09,22.56,70.79,1005.85
49.33,23.05,48.98,1015.64
61.23,26.78,52.3,1008.52
85.48,10.13,39.18,1024.09
47.69,31.97,69.04,1008.5
76.94,8.95,36.18,1014.08
85.73,7.57,39.61,1018.66
88.73,25.97,43.21,1011.9
74.5,24.56,60.27,1017.63
62.81,30.71,64.05,1011.75
81.95,13.8,39.39,1013.85
79.18,20.21,58.12,1015.36
81.42,16.77,45.01,1013.47
59.49,29.18,71.43,1011.65
67.99,17.86,52.9,1015.71
96.74,4.24,39.9,1009.28
78.18,24.11,59.27,1011.02
96.75,15.5,40.12,1012.79
97.99,9.62,41.01,1019.43
80.02,5.05,35.57,1027.03
80.69,26.81,71.29,1009.65
75.62,15.68,39.16,1006.09
68.84,21.85,63.86,1020.16
45.4,30.98,67.45,1015.18
57.05,30.14,67.69,1006.54
55.72,29.89,71.29,1009
53.6,29.42,56.9,1006.51
66.16,26.6,61.02,1010.26
74.96,19.64,48.06,1014.81
82.43,13.16,54.3,1017.33
58,33.17,70.4,1004.45
39.41,16.14,44.71,1014.83
92.52,25.34,71.06,1007.74
81.42,21.12,63.56,1014.16
79.32,13.41,39.35,1015.1
96.96,13.38,40.12,1013.92
76.73,17.27,43.52,1021.37
96.8,16.69,46.18,1010.8
66.5,7.8,39.04,1018.46
63.14,27.14,75.23,1011.47
72.52,21.08,44.05,1008.13
55.1,32.23,69.13,1000.61
94.81,13.48,40.73,1017.59
89.01,10.45,40,1019.01
87.84,25.43,70.17,1000.46
73.26,7.09,39.37,1020.07
48.77,31.24,74.22,1007.74
58.83,21.92,61.87,1009.68
75.41,10.74,52.75,1021.75
63.54,13.67,41.48,1017.51
93.86,9.79,39.69,1002.36
87.22,14.04,39.64,1011.09
85.24,24.43,61.25,1011.66
71.3,14.88,42.28,1007.26
72.33,10.68,38.38,1020.79
77.23,14.22,42.32,1015.54
93.52,14.47,44.66,1016.33
85.65,7.19,40.81,1015.22
65.13,11.73,37.92,1008.24
73.3,10.94,43.67,1012.36
76.02,14.44,39,1017.06
78.34,24.53,74.78,1009.9
38.48,29.72,54.2,1012.86
85.67,17.52,44.05,1008.87
90.27,12.99,44,1025.22
82.31,10.04,39.66,1015.84
38.2,30.5,66.75,1017.55
42.08,33.11,69.75,1008.88
89.61,13.41,40.89,1010.85
69.54,26.98,74.78,1009.77
71.66,15.19,42.03,1017.38
61.14,28.24,64.69,1007.35
47.23,29.04,60.07,1014.88
84.79,13.74,45.08,1024.97
57.74,12.58,39.72,1017.85
87.13,17.3,47.45,1010.29
65.24,28,69.05,1000.82
62.59,15.15,53.82,1016.34
50.31,25.47,65.34,1015.3
60.87,20.78,68.28,1008.75
72.04,26.12,49.02,1008.63
94.28,13.78,40.73,1017.55
53.17,26.28,68.14,1005.61
79.62,27.76,75.33,1003.69
62.82,18.26,49.64,1024.92
86.83,6.4,39.18,1024.6
52.6,26.31,44.57,1007.51
52.34,32.89,73.68,1014.45
86.98,6.74,36.08,1020.36
80.9,22.69,65.18,1012.47
50.99,33.11,77.54,1010.36
66.47,22.28,58.86,1014.08
53.96,28.84,75.6,1018.41
53.33,31.75,74.99,1003.25
72.63,9.6,41.82,1032.93
80.48,21.54,69.48,1011.04
58.27,13.33,38.47,1015.42
61.76,12.73,37.73,1021.89
56.85,28.73,68.24,1008.31
81.32,9,43.13,1020.25
54.3,31.1,68.51,1012.99
56.86,28.81,56.86,1005.82
66.71,14.95,42.74,1027.66
54.99,23.04,48.06,1014.16
69.11,24.04,68.94,1007.62
46.59,27.69,65.34,1014.31
56.34,28.82,64.79,1016.74
82.87,25.23,69.34,1009.51
89.58,8.77,40.77,1011.54
70.48,7.61,44.71,1019.41
55.19,28.37,75.6,1017.48
73.6,21.82,50.66,1013.74
69.81,14.82,42.74,1028.04
85.36,13.97,52.05,1012.05
41.62,31.74,72.25,1012.21
89.31,27.27,72.58,1009.25
74.34,23.95,58.79,1010.45
64.5,29.08,66.54,1004.67
68.88,28.3,64.33,1011.23
95.96,12.66,43.67,1012.49
63.56,30.12,74.16,1013.13
56.49,29.44,65.51,1014.82
76.05,25.95,59.92,1010.05
43.8,32.5,71.37,1003.75
62.71,23.97,44.57,1007.35
77.47,21.97,58.12,1015.29
69.86,32.17,73.21,1001.43
95.53,12.35,40.73,1019.03
82.03,18.03,53.16,1013.06
44.95,32.07,71.29,1008.43
62.86,31.39,69.59,1008.28
55.25,11.92,40.62,1016.66
70.04,10.65,41.78,1013.66
42.84,31.24,68.3,1015.89
74.6,9.13,39.04,1022.36
93.7,23.39,71.25,1005.22
90.89,11.95,42.03,1017.58
53.43,33.3,68.14,1003.02
80.85,24.27,61.47,1007.84
58.85,18.13,39.72,1002.75
60.27,21.9,55.5,1018.85
59.52,27.52,67.9,1005.65
65.74,16.76,48.14,1012.92
86.4,12.77,36.71,1013.29
63.16,16.44,53.82,1015.4
60.55,29.01,70.32,1007.26
93.9,18.9,57.5,1016.21
82.85,22.33,71.94,1011.06
65.87,26.58,59.39,1014.49
69.97,17.36,52.9,1015.42
56.04,28.18,64.84,1009.22
85.36,24.63,59.57,1010.45
85.05,13.62,40.2,1014.2
63.76,16.62,54.3,1017.99
68.36,17.33,41.35,999.51
59.83,20.72,63.94,1017.17
74.17,6.89,39.37,1020.21
42.51,33.61,69.88,1007.4
53.53,27.38,59.21,1012.74
80.23,23.21,63.94,1013.56
88.47,26.13,71.25,999.8
72.45,15.18,44.2,1019.6
78.52,5.66,39.42,1024.7
93.8,15.75,36.99,1007.67
50.68,29.45,75.6,1018.12
88.48,20.12,69.45,1013.23
91.57,22.8,73.17,1011.87
66.64,29.93,71.85,1008.43
61.15,29.25,72.99,1006.85
43.56,34.14,74.34,1000.19
87.26,19.47,58.79,1016.8
70.15,24.03,58.46,1015.71
62.68,12.71,43.02,1012.25
54.42,26.6,61.41,1012.35
48.13,27.09,65.61,1014.22
81.45,26.44,71.77,1006.68
59.29,28.31,65.71,1014.67
58.22,10.87,44.71,1021.38
56.07,29.54,69.48,1008.91
55.73,15.98,41.48,1017
78.31,24.27,70.47,1008.96
77.59,29.78,70.98,1007.82
69.2,24.05,64.69,1006.63
89.18,28.59,80.18,1011.36
88.72,13.97,40.24,1018.32
74.75,11.56,40.43,1025.48
56.8,20.07,49.21,1012.34
39.1,31.19,68.3,1014.86
92.48,18.39,67.71,1003.77
69.64,9.78,43.8,1022.25
58.64,29.26,69.34,1009.76
80.08,9.53,38.38,1020.49
79.11,22.32,48.41,1008.68
79.4,18.95,42.23,1013.01
94.56,11.55,42.34,1020.78
44.87,27.3,65.12,1016.24
59.05,22.1,68.63,1015.19
94.29,17.12,68.28,1003.56
84.65,14.85,45.87,1009.37
84.46,10.33,40.69,1014.25
99.52,19.45,46.33,1013.39
70.97,12.16,40.81,1025.79
65.51,7.65,36.3,1016.5
82.08,4.31,38.5,1011.75
68.74,19.04,43.43,1009.25
79.12,26.02,70.79,1004.21
50.83,26.09,60.29,1017.72
55.17,27.14,65.27,1013.26
60.75,22.67,58.2,1016.91
72.7,7.28,40.67,1020.16
86.45,25.62,73.17,1011.65
67.09,22.33,59.8,1016.84
69.91,23.93,68.28,1005.16
61.58,29.07,51.43,1006.22
99.9,15.79,50.88,1014.58
68.05,28.81,64.96,1000.46
70.18,17.07,44.9,1020.74
49.45,32.51,69.98,1011.92
73.9,22.11,59.8,1016.74
78.1,18.41,62.1,1020.4
77.24,28.9,71.25,1000.73
85.34,10.47,44.21,1017.87
72.59,10.09,37.14,1012.99
76.06,27.09,73.5,1011.34
80.54,17.44,44.89,1009.9
77.34,23.76,58.82,1011.75
41.56,31.11,69.05,1002.37
82.37,23.86,63.77,1014.6
92,15.09,40.89,1010.15
84.58,9.26,39.61,1021.18
58.34,15.83,52.75,1024.3
82.98,9.96,39.66,1015.23
81.98,19.3,65.59,1014.07
90.23,19.91,51.19,1008
81.83,23.18,51.43,1011.56
81.95,19.13,45.38,1014.72
60.33,24.6,63.78,1017.25
72.19,29.38,74.9,1003.25
55.78,29.15,69.48,1008.68
63.96,31.03,69.59,1007.77
46.11,21.84,45.09,1013.94
88.13,6.28,43.02,1013.72
83.58,22.48,50.32,1008.47
71.18,31.51,71.97,1007.84
77.93,15.67,41.1,1004.1
86.66,13.24,39.16,1016.52
70.51,17.1,43.52,1020.3
37.93,32.32,67.9,1006.08
69.79,23.51,63.78,1016.1
76.45,13.58,40.75,1016.05
61.56,12.43,40.27,1007.08
76.92,16.37,39.64,1009.19
84.45,7.64,43.79,1016.17
76.63,21.03,59.8,1015.86
47.94,33.37,73.88,1005.8
85.99,18.92,62.26,1012.05
85.05,20.61,48.78,1020.8
73.8,22.38,63.31,1014.76
62.14,30.2,73.67,1006.31
77.86,31.02,70.4,1006.24
85.04,17.64,57.76,1016.28
41.39,28.85,58.33,1013.78
84.52,22.4,70.94,1008.06
94.92,19.13,68.61,1010.65
79.48,23.79,59.44,1012.53
92.13,22.12,60.37,1008.75
46.47,29.14,67.45,1015.51
56.77,20.17,56.03,1019.47
81.92,29.3,74.16,1007.72
84.94,5.7,40.62,1016.07
72.86,25.5,68.08,1011.13
88.09,16.06,47.45,1009.97
45.91,27.75,65.34,1014.8
65.62,25.12,66.56,1009.22
75.43,22.78,62.44,1011.79
53.69,29.3,69.48,1010.1
85.01,8.01,40.02,1031.33
60.14,16.58,38.01,1023.5
87.46,17.08,58.86,1016.04
79,17.54,44.58,1016.56
77.79,26.93,56.9,1006.25
66.2,22.52,67.32,1011.4
88.38,13.48,46.18,1018.15
80.91,9.05,40,1015.48
62.82,19.93,56.65,1020.7
57.73,29.68,64.33,1011.2
54.47,30.52,70.04,1010.62
68.97,12.54,40.8,1024.56
42.01,27.6,69.05,1003.87
82.57,18.48,46.48,1007.53
86.49,15.24,48.6,1007.08
68.85,4.41,42.07,1005.54
78.88,15.82,44.88,1018.59
90.05,24.65,72.43,1007.99
51.9,19.02,52.72,1025.44
91.84,23.32,69.13,1010.75
70.68,23.99,68.12,1012.92
98.63,10.12,39.96,1025.98
74.05,12.53,43.56,1014.8
100.09,18.11,52.08,1002.51
84.79,24.94,59.07,1008.89
62.43,30.92,59.57,1010.87
83.26,12.68,45.01,1013.86
51.09,25.41,66.49,1014.06
76.45,14.12,39.4,1008.02
69.66,28.33,64.96,999.71
80.27,14.77,49.15,1020.56
67.72,29,70.72,1009.51
100.09,18.02,49.78,1003.86
87.06,11.55,40.6,1014.44
55.22,15.31,52.75,1025.21
65.45,12.36,37.73,1021.36
93.46,19.45,58.95,1017.79
71.37,27.05,67.79,1010.99
87.88,9.73,40.22,1011.48
73.67,11.11,37.5,1013.68
78.41,13.01,41.58,1020.82
81.31,11.76,40.96,1023.22
80.43,17.58,39.63,1004.84
54.82,27.54,51.43,1012.3
64,29.79,77.17,1009.68
90.44,13.83,40.2,1013.28
67.09,32.05,77.24,1008.06
70.17,28.14,76.86,1000.7
45.92,34.11,73.56,1006.77
92.07,22.83,70.79,1006.36
64.82,21.04,47.43,1007.15
81.91,12.39,40.75,1016.05
67.6,27.7,72.24,1011.02
77.14,16.62,39.99,1007.07
66.35,25.27,67.07,1006.34
89.73,9.52,41.26,1020.55
81.8,17.74,58.33,1013.55
80.95,22.9,49.3,1003.45
99.14,14.86,43.14,1019.21
79.28,26.71,66.25,1008.11
85.13,13.42,42.86,1013.88
86.33,25.82,72.39,1003.4
83.86,15.14,44.21,1019.97
87.72,10.17,41.17,1018.58
68.67,27.44,65.59,1010.76
83.12,23.94,63.21,1013.52
76.7,25.16,74.33,1014.55
74.54,12.88,42.74,1026.25
36.69,31.87,67.32,1013.65
54.02,22.18,65.46,1016.74
82.19,9.41,41.54,1019.48
88.62,12.17,40.6,1013.59
59.99,30.57,69.71,1008.94
72.12,28.16,70.98,1008.51
76.39,9.72,43.41,1016.25
84.59,11.9,39.16,1016.53
91.07,7.1,41.74,1022.25
77.4,11.47,40.27,1005.39
49.76,28.19,67.45,1013.97
70.12,9.75,36.66,1026.21
61.71,7.55,43.65,1019.09
78.05,19.9,56.53,1020.52
66.52,12.45,40.56,1017.84
75.29,9.15,39.61,1018.11
92.37,14.38,40.66,1016.34
61.02,26.16,67.9,1005.81
73.06,22.63,45.61,1014.14
56.05,30.51,70.79,1004.55
59.41,26.2,60.07,1014.75
65.49,25.77,69.04,1009.66
67.87,14.74,44.47,1028.29
62.66,17.02,44.85,1014.38
82.79,17.68,53.16,1013.09
71,8.93,40.46,1019.03
91.31,9.49,40.69,1015.09
88.16,23.48,72.99,1009.61
46.83,22.69,49.21,1012.64
71.45,12.65,44.34,1019.4
99.55,12.79,44.68,1022.51
76.2,13.01,41.17,1017.26
71.24,30.76,69.14,1007.63
54.82,22.56,47.43,1006.72
68.19,20.7,58.16,1016.73
69.09,21.09,50.9,1012.42
63.73,26.35,59.44,1012.16
43.51,35.1,68.27,1006.96
79.76,14.43,38.28,1014.76
59.77,16.32,43.56,1014.4
83.84,12.21,40.64,1020.31
55.85,32.13,69.98,1013.3
90.48,25.68,70.32,1009.08
70.1,24.4,62.26,1011.62
93.51,6.41,40.81,1026.57
59.36,23.38,65.06,1014.12
66.71,30.21,75.33,1002.24
63.77,22.88,50.23,1016.11
68.99,27.99,71.58,1010.68
77.75,16.01,49.64,1026.35
60.49,31.08,59.57,1010.76
77.85,23.09,70.02,1010.58
75.35,21.03,69.05,1002.17
95.11,12.05,49.83,1008.54
67.13,14.73,54.3,1016.75
35.04,32.56,68.14,1004.02
54.36,6.99,40.07,1014.83
92.46,18.84,40.79,1005.18
81.38,6.18,41.38,1020.23
89.49,13.72,49.83,1006.88
51.23,29.48,59.27,1010.99
82.41,14.35,39.39,1012.92
69.93,19.47,43.43,1011.66
76.94,26.92,73.17,1011.42
73.22,26.16,70.04,1009.63
91.03,19.77,49.39,1019.02
70.8,26.92,62.44,1011.09
57.89,27.54,75.6,1018.26
59.6,18.75,41.1,1001.97
76.95,26.29,68.24,1010.71
47.93,27.16,65.61,1014.21
77.63,16,39.16,1016.37
75.02,10.38,37.73,1021.5
75.23,30.29,74.16,1008.77
70.54,24.69,71.73,1010.13
82.86,14.16,40.89,1010.78
95,9.97,39.99,1010.09
89.96,21.96,51.43,1007.28
42.22,32.43,68.31,1010.09
51.25,27.99,69.89,1013.94
72.4,18.15,45.01,1013.06
81.55,8.83,43.56,1014.9
84.99,26.62,70.36,1005.15
42.33,32.96,68.31,1010.39
57.47,24.67,68.61,1010.71
72.37,27.06,70.47,1007
80.92,25,69.71,1009.23
77.61,15.47,38.73,1001.13
63.46,17.36,41.23,998.08
43.1,29.62,70.02,1010.09
77.55,13.54,40.69,1015.85
74.83,24.52,59.15,1014.03
61.81,9.73,38.56,1017.18
71.57,20.6,65.12,1015.53
70.16,25.16,68.08,1010.89
96.83,20.86,63.73,1008.54
93.67,10.31,45.01,1018.42
84.31,20.37,69.48,1011.04
71.48,17.58,44.9,1020.52
79.01,19.04,51.86,1018.05
72.6,25.38,71.73,1009.97
53.13,32.81,77.17,1009.17
78.8,19.41,67.32,1012.34
86.64,21.73,69.05,1001.31
84.89,22.29,56.89,1014.39
53.88,29.39,71.14,1010.97
80.84,20.08,58.12,1015.53
81.18,16.51,51.86,1022.37
91.15,14.47,42.99,1009.78
71.42,17.37,40.55,1001.19
82.32,17.03,43.99,1021.5
60.12,25.91,67.07,1005.66
98.68,6.03,40.78,1025.53
60.58,31.9,73.42,1010.82
77.56,20.03,47.45,1009.04
52.1,31.23,68.67,1005.82
79.72,13.8,45.08,1023.99
52.92,15.52,41.93,1022.97
71.24,23.68,51.3,1011.86
86.52,23.25,70.32,1009.28
79.32,24.58,49.02,1008.85
60.62,8.3,36.3,1015.97
95.05,9.27,42.02,1004.29
83.48,15.52,42.86,1015.09
34.15,30.71,68.24,1006.15
95.4,11.47,25.36,1008.27
59.42,30.51,70.94,1007.64
55.9,26.43,66.48,1004.36
58.13,28.65,70.32,1008.46
53.77,21.38,49.21,1012.49
83.46,19.97,59.21,1017.87
70.46,19.38,54.9,1017.08
54.25,17.77,44.6,1016.97
88.55,7.04,41.74,1021.91
50.43,30.3,69.51,1011.8
81.56,14.91,43.34,1015.15
54.54,26.87,69.23,1012.71
86,18.86,51.43,1010.27
63.12,20.77,43.77,1010.76
76.1,12.2,44.77,1018.64
78.8,16.17,41.79,1005.78
55.6,11.69,35.76,1019.02
66.21,9.17,40.67,1019.03
99.34,10.82,42.02,996.03
82.35,23.08,48.41,1008.44
94.81,12.74,39.13,1008.19
60.04,26.85,57.19,1007.9
73.51,28.44,69.4,1003.98
68.36,14.02,42.86,1030.86
82.85,14.57,41.79,1007.61
70.25,15.4,40.69,1015.1
84.98,16.75,42.23,1013.81
71.15,29.83,68.67,1005.33
60.65,26.25,66.56,1008.29
68.33,27.17,63.09,1015.59
68.29,27.49,71.94,1008.25
95.71,11.7,41.16,1017.98
76.01,24.37,73.42,1010.19
66.71,26.14,61.02,1010.13
63.63,15.91,38.62,1016.2
87.36,9.24,41.4,1030.72
71.4,14.09,41.66,1009.25
100.13,10.61,37.5,1008.8
71.74,28.72,76.86,999.31
65.47,16.61,25.88,1009.34
67.22,24.35,51.86,1014.34
73.14,26.95,72.24,1011.16
86.47,13.89,41.49,1020.02
68.15,20.98,47.43,1007.39
55.65,24.74,63.87,1016.91
86.12,16.12,45.87,1008.15
59.65,20.94,44.58,1016.98
61.8,21.01,58.96,1014.33
78.32,6.52,35.57,1025.37
87.42,13.14,43.71,1024.47
81.54,13.93,44.47,1025.35
84.09,14.46,45.87,1009.21
91.34,21.83,62.91,1011.07
91.14,9.97,41.26,1020.6
54.36,15.09,43.13,1015.71
87.57,25.63,71.58,1010.14
89.96,24.17,71.58,1010.16
51.16,18.6,43.56,1013.9
58.49,31.05,69.13,1000.38
73.48,10.19,37.14,1012.74
61.69,13.26,41.78,1009.77
73.19,9.66,41.82,1033.19
78.12,23.6,62.44,1011.52
72.65,15.91,71.14,1019.7
66.3,8.79,40.67,1019.5
54.99,30.88,67.83,1008.97
67.18,20.98,60.07,1016.26
69.59,14.2,42.86,1031.96
44.18,25.69,57.32,1012.34
89.53,23.65,59.92,1010.19
69.95,15.48,44.99,1011.94
66.81,10.64,39.61,1018.33
90.05,14.48,38.92,1015.6
86.86,10.47,43.14,1010.35
56.15,24.65,63.86,1018.37
89.84,16.2,45.76,1014.73
45.73,28.61,52.84,1006
85.5,23.13,61.47,1008.96
97.55,13.55,42.99,1007.58
74.79,18.71,54.9,1017.12
91.23,14.35,49.83,1006.39
65.13,29.79,69.34,1008.82
39.56,29.64,54.2,1013
84.39,15.11,45.01,1017.01
54.75,25.02,60.29,1017.49
65.63,23.61,49.16,1002.39
73.89,16.05,38.28,1014.38
84.83,19.59,59.87,1018.28
75.43,23.23,56.89,1012.87
88.74,9.41,43.5,1021
76.18,6.63,39.37,1020.33
85.62,27.89,69.88,1007.99
79.28,22.54,51.95,1007.29
54.82,14,40.8,1026.17
83.34,6.87,39.85,1012.66
62.03,30.47,70.02,1009.65
61.83,27.33,68.94,1007.04
69.07,13.7,34.03,1018.82
82.05,22.03,59.43,1006.88
53.14,30.32,74.22,1008.31
58.94,17.13,43.79,1016.09
85.12,26.3,71.94,1006.64
91.27,17.55,48.78,1016.81
78.91,23.34,59.14,1017.47
57.98,23.26,58.2,1016.72
86.43,8.07,41.17,1019.4
45.35,24.45,68.63,1013.38
80.55,18.41,49.69,1006.66
81.92,18.22,58.2,1017.09
78,16.54,42.86,1014.85
43.95,30.01,65.18,1012.87
55.55,29.19,67.51,1011.48
61.96,14.58,41.92,1030.42
64.05,19.41,64.45,1009.44
71.85,18.95,65.48,1018.17
85.19,11.36,40.75,1016.34
75.39,23.79,58.49,1011
42.73,16.55,41.93,1022.71
64.4,21.43,59.14,1015.91
85.34,18.98,60.1,1010.09
82.44,16.38,55.5,1019.8
67.16,23.26,59.21,1017.71
76.29,22.55,69.84,1006.57
88.11,10.01,40.78,1023.71
79.48,23.33,54.2,1012.47
69.52,20.89,68.63,1012.6
64.57,14.18,53.82,1016.9
85.93,8.94,42.07,1018.9
67.26,28.61,69.84,1004.02
60.3,28.59,75.08,1005.58
85.93,13.91,40.24,1017.03
58.09,32.21,71.85,1008.25
79.44,15.34,43.5,1021.18
74.4,27,69.34,1008.88
76.95,23.63,65.59,1013.1
72.46,6.79,38.5,1012.61
90.3,9.01,40.77,1022.37
53.8,17.92,44.2,1018.97
75.48,9.05,40.67,1015.57
86.1,24.17,73.18,1011.72
68.6,26.92,63.73,1010.29
59.93,15.59,52.75,1024.3
83.04,10.17,41.46,1019.34
95.86,10.66,37.5,1009.42
46.39,32.48,69.89,1013.98
42.67,29.05,68.24,1007.88
50.62,32.91,73.68,1014.49
67.24,6.1,40.07,1020.21
83.58,25.11,63.21,1012.21
86.49,7.89,71.14,1018.4
73.47,22.82,69.94,1004.65
55.63,14.13,43.41,1015.26
77.02,9.32,36.3,1027.9
91.45,11.86,40.55,1019.82
67.38,10.05,40.46,1018.71
81.67,11.22,40.22,1011.01
54.5,31.68,70.79,1004.05
92.78,10.27,42.34,1022.69
90.81,9.34,40.77,1012.14
77.49,28.83,66.44,1008.47
86.87,24.01,67.17,1007.44
71.04,9.68,41.48,1018.24
49.46,14.86,44.71,1018.3
61.97,8.74,36.3,1015.18
96.54,16.55,46.18,1009.97
58.25,27.65,48.41,1008.54
84.87,10.1,41.17,1019.18
58.24,28.75,64.84,1009.61
87.84,18.75,63.09,1018.19
46.38,18.32,45,1022.67
69.31,28.62,68.24,1010.15
100.15,11.46,39.1,1010.17
61.64,13.92,43.41,1015.12
81.57,22.89,74.78,1009.79
64.26,21.13,47.43,1006.97
70.56,24.78,68.94,1007.29
79.68,17.03,47.83,1004.94
53.39,25.41,65.12,1016.01
87.83,21.47,60.93,1006.46
74.08,10.8,41.39,1019.74
61.44,11.67,36.18,1016.03
63.74,19.61,56.65,1020.64
63.54,21.48,47.43,1006.88
84.49,21.48,66.91,1008.58
48.62,14.17,43.13,1014.94
58.06,24.15,64.63,1020.72
39.18,28.81,69.23,1013.14
95.42,16.53,46.18,1010.2
79.77,22.1,68.12,1012.71
100.09,16.22,50.88,1014.33
65.09,10.9,40.67,1016.66
89.91,13.9,40.2,1013.13
73.19,30.61,77.17,1009.49
87,5.9,45.87,1013.25
93.29,5.67,45.87,1008.91
88.13,17.82,65.94,1013.44
97.59,9.34,41.49,1020.58
55.38,27.07,66.93,1017.32
86.94,25.52,71.98,1006.89
62.64,33.37,79.05,1007.19
89.15,22.25,66.54,1004.64
61.13,28.34,63.77,1013.7
54.69,32.87,71.32,1004.36
77.79,9.84,40.72,1022.21
68.48,15.8,53.82,1015.87
75.98,21.96,71.85,1009.38
98.17,8.3,40.35,1012.37
62.23,8.39,36.3,1015.39
76.9,12.55,39.58,1010.68
65.67,24.37,65.61,1014.5
44.84,33.43,69.88,1006.86
69.75,13.04,41.04,1026.27
84.03,13.52,39.39,1012.91
77.37,11.46,38.91,1012.34
79.29,19.75,57.32,1010.76
70.77,7.19,39.37,1019.67
90.51,26.76,70.98,1007.64
67.75,29.67,71.98,1005.16
44.99,32.86,66.44,1010.98
73.68,10.02,52.75,1021.93
76.87,17.41,40.55,1003.91
50.9,26.53,65.61,1014.29
65.02,29.82,69.75,1010.09
71,30.56,69.14,1007.49
88.44,13.92,43.5,1021.14
55.9,19.94,38.52,1018.4
36.82,21.03,44.78,1007.99
36.62,31.33,65.18,1011.97
87.49,11.7,41.16,1019.58
94.22,16.94,50.59,1018.75
66.37,26.06,67.83,1009.26
81.35,15.39,42.28,1007.35
97.51,10.98,37.5,1011.12
72.09,28.41,74.16,1010.29
74.51,4.88,40.27,1012.66
71.07,6.58,40.67,1020.18
70.17,13.79,40,1016.02
89.07,27.16,71.32,1007.81
97.17,7.65,41.01,1024.31
76.61,16.3,41.16,1007.88
59.78,23.04,63.86,1019.83
54.34,25.74,65.38,1009.6
73.3,24.31,44.05,1006.16
63.48,23.43,69.23,1013.09
98.1,14.91,46.9,1019.59
49.53,31.28,75.08,1005.39
59.55,25.84,67.83,1009.26
65.25,24.57,49.82,1016.82
99.32,13.42,48.04,1011.63
79.71,25.31,65.59,1011.16
88.78,22.78,59.92,1011.28
71.64,20.19,58.86,1014.3
82.12,17.98,39.63,1005.42
76.86,22.71,75.23,1010.48
84.07,13.68,41.7,1019.19
65.75,24.87,65.75,1006.45
90.85,7.53,41.74,1022.45
55.04,24.97,68.61,1011
75.44,13.55,40.71,1019.13
75.31,8.66,40.11,1032.86
75.74,16.84,45.01,1016.14
76.43,23.05,68.67,1006.69
100.09,17.7,49.78,1005.19
96.51,19.39,68.61,1011.09
41.96,30.05,56.9,1007.02
78.96,19.82,63.9,1013.19
76.38,19.1,56.53,1020.18
54.71,17.47,43.56,1014.15
48.73,23.86,45.87,1007.71
69.36,26.31,63.77,1014.15
51.82,26.74,69.89,1013.96
68.51,9.94,40.46,1018.9
87.95,27.01,71.25,1000.46
81.49,21.01,51.19,1008.44
44.69,34.97,73.56,1006.57
57.19,22.51,68.63,1015.1
68.59,21.03,67.45,1015.01
51.16,29.05,75.6,1017.63
74.27,23.6,57.17,1009.84
77.43,5.62,43.65,1017.9
72.79,21.16,65.48,1016.99
74.59,21.89,58.62,1016.15
89.06,9.66,40.05,1015.78
82.34,25.69,59.07,1006.89
73.78,8.33,38.08,1018.94
97.25,7.32,41.22,1015.42
52.86,21.11,41.67,1012.44
82.4,12.25,40.75,1016.02
70.07,24.57,51.95,1005.8
78.76,16.64,48.92,1011.55
69.14,11.57,41.54,1020.13
52.26,29.23,75.6,1017.72
57.39,32.37,67.83,1008.32
51.28,26.17,58.86,1014.52
66.13,6.05,38.68,1017.46
80.44,8.64,41.66,1014.14
62.65,25.91,75.6,1018.23
76.27,25.02,59.92,1009.9
67.07,25.96,68.08,1010.86
68.88,25.5,59.27,1012.92
85.53,14.85,45.01,1013.12
84.43,19.06,44.63,1004.23
67.17,15.22,41.67,1013.18
79.48,26.07,71.37,1008.6
69.96,7.62,44.71,1020.56
69.22,16.94,49.64,1024.43
85.95,26.18,69.14,1006.54
83.97,21.91,48.7,1006.89
63.8,23.24,63.78,1017.1
82.36,22.48,50.05,1005.55
86.19,12.8,41.16,1022.43
75.6,26.17,66.54,1002.23
63.06,29.71,73.18,1012.35
90.66,7.41,39.16,1015.23
78.59,16.25,58.16,1018.34
79.09,14.28,44.84,1024.84
84.47,22.12,47.93,1005.5
65.28,23.06,63.9,1013.54
72.94,13.46,39.85,1012.76
70.05,26.76,49.02,1007.96
47.79,28.57,51.43,1012.02
70.1,10.31,38.18,1018.02
40.73,28.47,69.23,1013.18
90.25,8.35,40.77,1011.77
55.92,24.42,57.32,1011.46
67.72,25.64,50.05,1006.97
89.18,7.69,39.96,1023.9
83.02,11.54,45.51,1017.19
79.21,15.62,40.89,1007.01
41.54,18.74,45.09,1014.24
76.24,20.12,65.94,1009.93
86.68,17.85,48.14,1017.16
77.31,17.21,52.9,1019.91
82.41,20.99,67.07,1005.17
86.64,17.69,46.36,1019.55
56.15,20.58,49.15,1021.42
82.45,12.04,38.25,1013.08
69.53,29.07,71.64,1006.07
52.16,21.81,65.46,1013.97
78.98,9.48,40.8,1023.82
79.87,13.69,44.85,1016.89
52.91,32.18,69.75,1009.94
79.48,23.48,60.23,1011.91
76.07,27.82,76.09,1007.83
79.56,25.26,74.33,1014.79
78.16,14.12,42.99,1007.13
80.54,23.14,60.27,1018.51
89.78,17.74,50.88,1015.56
82.3,10.15,41.17,1019.38
85.23,8.35,43.79,1016.2
86.69,20.35,68.61,1011.17
77.75,22.06,45.61,1014.3
83.28,15.64,44.21,1020.17
70.76,9.32,36.66,1027.46
